,date,cust_1,cust_2,cust_3,cust_4,cust_5,cust_6,cust_7,cust_8,cust_9,cust_10,cust_11,cust_12,cust_13,cust_14,cust_15
1413,2016-11-14,17,24,23,24,13,19,12,28,24,16,49,74,62,50,41
1414,2016-11-15,22,22,27,30,21,22,15,26,29,24,57,89,70,65,41
1415,2016-11-16,20,27,18,25,17,23,12,21,25,25,50,76,51,75,46
1416,2016-11-17,19,25,35,19,20,12,14,23,26,27,53,85,60,64,65
1417,2016-11-18,21,42,21,23,20,22,11,28,30,28,61,88,76,64,54
1418,2016-11-19,36,33,27,29,25,24,19,15,23,41,72,118,82,86,61
1419,2016-11-20,22,30,46,22,21,19,17,40,35,31,79,104,85,76,65
1420,2016-11-21,14,32,26,31,19,16,11,20,17,24,47,65,58,69,47
1421,2016-11-22,18,32,23,21,19,18,10,25,21,30,49,91,83,71,48
1422,2016-11-23,20,35,22,18,14,12,16,32,22,25,50,66,68,63,38
1423,2016-11-24,18,30,35,24,16,16,17,44,17,35,49,85,70,74,49
1424,2016-11-25,26,44,23,22,16,16,13,38,27,30,58,105,94,73,52
1425,2016-11-26,20,35,27,34,20,27,15,31,32,32,62,75,68,82,63
1426,2016-11-27,20,24,37,18,16,21,17,44,31,30,78,80,87,92,63
1427,2016-11-28,22,24,21,23,22,9,14,21,26,14,50,72,65,60,36
1428,2016-11-29,27,26,37,24,15,23,16,39,33,28,49,86,72,68,48
1429,2016-11-30,19,24,25,19,18,19,18,23,27,37,52,82,67,65,41
1430,2016-12-01,13,27,19,16,6,18,13,20,13,26,43,65,56,48,39
1431,2016-12-02,11,17,15,18,19,27,13,26,20,21,44,62,48,49,31
1432,2016-12-03,19,29,23,19,15,23,13,34,18,30,40,64,66,77,39
1433,2016-12-04,24,26,30,26,14,22,12,26,26,23,51,78,60,67,43
1434,2016-12-05,13,31,25,22,21,9,10,17,16,17,29,44,48,48,29
1435,2016-12-06,10,20,14,13,13,16,12,22,8,21,45,49,48,43,42
1436,2016-12-07,17,22,16,19,17,9,15,23,22,23,39,60,49,44,36
1437,2016-12-08,15,18,23,27,9,13,8,20,22,19,35,64,53,61,34
1438,2016-12-09,7,27,21,33,17,10,8,16,27,30,41,61,60,53,40
1439,2016-12-10,12,27,37,15,7,15,11,20,24,23,47,73,56,52,37
1440,2016-12-11,20,34,23,22,14,15,12,22,18,31,53,77,61,63,47
1441,2016-12-12,12,16,24,15,4,13,8,21,9,10,36,51,45,43,25
1442,2016-12-13,23,22,14,15,13,22,11,16,18,15,45,52,50,58,36
1443,2016-12-14,12,18,17,15,16,13,15,27,15,18,41,59,42,48,33
1444,2016-12-15,10,25,24,15,17,12,11,15,12,17,52,71,48,37,37
1445,2016-12-16,15,29,25,28,17,13,8,24,13,21,42,54,57,55,51
1446,2016-12-17,19,17,24,22,21,28,10,22,22,17,55,59,71,56,46
1447,2016-12-18,22,24,23,24,15,16,25,23,17,24,40,67,68,56,37
1448,2016-12-19,17,28,21,12,10,14,12,20,20,18,33,38,45,37,32
1449,2016-12-20,18,16,26,19,13,11,9,25,8,20,47,51,57,53,41
1450,2016-12-21,12,18,24,17,14,10,16,17,18,14,46,51,53,40,32
1451,2016-12-22,20,25,21,19,7,11,11,29,15,26,35,72,50,43,41
1452,2016-12-23,21,20,18,16,16,14,15,22,16,21,64,65,65,53,38
1453,2016-12-24,13,23,26,13,16,16,22,31,22,17,47,55,67,55,31
1454,2016-12-25,20,21,24,32,15,16,20,18,28,30,39,69,79,48,41
1455,2016-12-26,16,22,11,21,10,7,10,19,13,21,30,47,43,31,30
1456,2016-12-27,10,19,22,17,9,14,15,18,18,17,41,62,54,36,37
1457,2016-12-28,16,25,15,22,6,12,8,23,17,14,38,41,46,47,28
1458,2016-12-29,21,25,19,10,23,18,14,17,14,25,56,63,57,44,36
1459,2016-12-30,24,33,21,21,16,15,13,22,30,25,37,50,64,53,37
1460,2016-12-31,14,24,26,15,12,15,12,22,26,28,47,63,64,52,48
1461,2017-01-01,19,33,20,16,11,18,15,32,16,25,40,65,40,61,37
1462,2017-01-02,15,19,16,20,5,10,6,18,19,11,26,45,45,33,23
1463,2017-01-03,10,20,17,19,10,7,8,19,15,16,33,50,46,37,24
1464,2017-01-04,16,18,20,14,12,11,8,24,15,17,41,38,45,40,22
1465,2017-01-05,14,20,26,16,12,9,13,18,19,28,39,72,55,45,28
1466,2017-01-06,24,30,17,25,11,18,17,22,17,17,43,49,54,49,31
1467,2017-01-07,14,24,22,29,16,12,8,20,28,17,46,64,52,47,44
1468,2017-01-08,20,18,18,19,12,12,21,14,19,20,58,67,58,53,39
1469,2017-01-09,18,19,17,9,15,13,8,15,20,16,31,52,44,31,23
1470,2017-01-10,11,24,11,23,18,14,8,15,19,21,36,64,56,54,36
1471,2017-01-11,14,16,20,20,10,10,17,23,24,8,42,48,52,38,33
1472,2017-01-12,17,21,23,16,13,17,14,18,17,15,39,55,46,32,40
1473,2017-01-13,7,30,16,18,14,12,13,21,17,27,34,66,71,46,42
1474,2017-01-14,16,24,20,17,10,19,13,23,22,33,29,51,53,45,37
1475,2017-01-15,29,23,25,21,12,17,14,29,21,21,47,81,47,53,28
1476,2017-01-16,15,16,16,16,10,13,8,15,12,14,21,49,38,37,26
1477,2017-01-17,14,21,22,22,12,10,10,26,10,18,37,47,42,43,24
1478,2017-01-18,10,21,23,14,19,10,14,20,20,21,41,57,52,32,36
1479,2017-01-19,16,23,23,21,16,15,10,21,17,17,51,60,51,60,40
1480,2017-01-20,22,35,18,26,12,13,12,23,24,19,48,63,56,56,36
1481,2017-01-21,13,17,24,24,11,18,13,17,21,15,42,63,57,47,30
1482,2017-01-22,21,25,23,13,11,21,11,24,22,16,49,65,52,67,29
1483,2017-01-23,9,16,18,16,10,11,5,17,12,13,25,46,30,42,22
1484,2017-01-24,18,22,21,16,10,11,8,17,20,12,44,50,30,30,40
1485,2017-01-25,14,11,16,18,9,16,13,15,8,13,38,48,44,41,33
1486,2017-01-26,13,21,27,18,12,10,15,16,16,7,30,54,45,44,37
1487,2017-01-27,10,23,21,22,12,19,13,17,20,22,32,51,56,52,34
1488,2017-01-28,16,18,20,19,15,18,12,23,21,17,48,57,60,55,33
1489,2017-01-29,24,24,21,10,17,25,10,24,26,25,47,55,54,61,40
1490,2017-01-30,9,16,16,8,11,9,10,21,21,13,28,46,35,36,31
1491,2017-01-31,17,17,17,16,7,9,9,23,14,17,37,55,49,44,38
1492,2017-02-01,15,22,22,19,14,14,14,19,21,16,34,41,50,45,32
1493,2017-02-02,17,28,28,17,18,9,16,17,12,9,47,76,73,39,33
1494,2017-02-03,24,22,33,28,18,14,8,22,17,22,45,75,52,52,33
1495,2017-02-04,25,25,28,15,11,14,10,36,17,26,42,56,53,67,35
1496,2017-02-05,25,37,20,30,15,16,21,27,22,26,38,76,79,67,44
1497,2017-02-06,16,18,20,15,13,8,6,15,16,14,38,51,43,51,34
1498,2017-02-07,12,24,22,21,12,13,14,15,18,20,33,71,57,50,39
1499,2017-02-08,20,24,17,20,8,16,21,28,15,20,37,60,54,42,25
1500,2017-02-09,16,31,24,18,13,13,12,25,17,16,39,62,49,65,47
1501,2017-02-10,16,28,26,15,17,15,14,28,22,24,38,68,68,53,38
1502,2017-02-11,18,29,28,21,20,21,20,26,24,23,52,76,67,54,56
1503,2017-02-12,19,32,20,24,26,13,16,26,23,29,47,79,81,81,44
1504,2017-02-13,11,10,18,18,10,9,8,18,27,23,45,49,42,44,28
1505,2017-02-14,15,27,26,9,10,17,24,16,20,17,46,57,64,46,38
1506,2017-02-15,22,25,19,18,16,13,10,19,17,26,38,44,52,50,30
1507,2017-02-16,11,25,19,20,10,13,15,27,14,19,46,72,54,44,37
1508,2017-02-17,17,21,19,15,16,15,17,19,23,17,59,72,61,60,45
1509,2017-02-18,22,26,22,17,20,18,14,22,24,17,47,71,83,59,54
1510,2017-02-19,18,34,20,25,20,21,15,29,31,29,55,86,70,53,49
1511,2017-02-20,5,19,18,10,14,15,8,13,16,16,32,47,45,46,28
1512,2017-02-21,14,16,19,18,12,12,14,25,17,30,26,57,60,47,45
1513,2017-02-22,12,19,22,16,16,8,8,21,21,14,45,66,53,37,26
1514,2017-02-23,26,20,17,24,12,10,10,30,21,24,50,71,46,48,44
1515,2017-02-24,15,29,24,16,19,15,14,23,25,31,49,60,55,43,40
1516,2017-02-25,16,29,27,18,28,14,13,25,32,22,46,77,65,52,47
1517,2017-02-26,28,28,26,26,17,13,14,27,19,20,41,85,80,68,43
1518,2017-02-27,12,22,18,12,11,9,12,19,14,16,44,49,45,46,28
1519,2017-02-28,20,17,17,13,15,16,10,25,15,27,37,47,43,40,48
1520,2017-03-01,16,32,19,20,26,12,15,27,26,21,48,70,63,59,63
1521,2017-03-02,23,23,14,22,14,20,13,33,19,23,54,94,72,55,53
1522,2017-03-03,22,34,27,28,21,15,22,36,25,25,47,73,82,70,53
1523,2017-03-04,13,36,27,20,18,18,19,34,23,33,70,83,74,59,52
1524,2017-03-05,25,40,25,23,16,22,10,32,32,37,57,90,77,60,50
1525,2017-03-06,11,19,21,21,14,12,11,23,9,27,36,63,56,58,28
1526,2017-03-07,14,17,28,13,13,7,9,28,22,20,57,64,63,54,39
1527,2017-03-08,17,23,25,28,10,14,17,25,16,27,51,93,57,58,43
1528,2017-03-09,16,28,21,18,13,16,15,30,32,19,43,83,81,63,40
1529,2017-03-10,18,31,23,29,11,21,13,34,27,24,53,65,80,70,47
1530,2017-03-11,15,29,40,16,20,16,23,37,30,34,54,87,71,76,47
1531,2017-03-12,21,30,33,27,21,15,23,28,22,36,63,101,75,83,55
1532,2017-03-13,14,21,26,16,15,16,13,20,18,21,52,63,45,46,36
1533,2017-03-14,24,24,22,28,15,14,18,30,20,19,56,76,58,68,53
1534,2017-03-15,22,25,27,21,20,10,17,35,25,19,59,76,60,44,48
1535,2017-03-16,23,23,25,22,24,12,8,26,20,27,52,64,71,45,52
1536,2017-03-17,17,28,29,24,26,17,24,25,22,30,52,73,72,74,43
1537,2017-03-18,20,32,32,27,17,19,19,32,30,31,55,79,66,78,57
1538,2017-03-19,25,32,25,22,20,20,15,24,37,23,65,96,81,78,63
1539,2017-03-20,14,22,16,19,13,18,6,23,16,19,34,55,46,54,39
1540,2017-03-21,13,31,19,17,14,12,12,21,31,30,47,69,67,56,49
1541,2017-03-22,23,24,26,22,24,13,20,33,20,28,33,81,50,64,41
1542,2017-03-23,18,29,15,19,10,20,15,32,19,26,51,72,52,63,47
1543,2017-03-24,19,27,34,36,14,23,14,16,18,20,62,78,67,59,39
1544,2017-03-25,20,33,27,27,10,26,11,21,14,24,55,83,72,78,52
1545,2017-03-26,17,37,17,23,23,20,19,27,30,29,55,81,107,72,48
1546,2017-03-27,21,15,22,17,12,14,14,31,24,11,40,57,55,51,34
1547,2017-03-28,13,28,27,23,19,18,13,18,22,26,45,75,69,66,31
1548,2017-03-29,12,18,33,16,16,18,12,18,18,20,45,65,65,51,49
1549,2017-03-30,22,25,23,23,15,25,15,32,23,24,44,94,62,58,44
1550,2017-03-31,13,26,30,16,20,18,20,27,28,31,57,76,58,66,62
1551,2017-04-01,26,41,42,32,22,21,25,29,29,27,61,97,86,81,65
1552,2017-04-02,21,38,28,33,21,33,19,36,27,34,66,109,95,91,57
1553,2017-04-03,17,27,25,18,14,14,16,23,25,17,43,62,52,59,44
1554,2017-04-04,22,32,26,26,11,14,16,33,18,28,53,94,94,64,39
1555,2017-04-05,21,34,31,26,19,14,15,30,28,30,76,72,78,72,53
1556,2017-04-06,25,38,29,24,24,15,12,28,30,26,62,71,71,79,43
1557,2017-04-07,25,32,44,26,19,21,12,32,38,32,62,104,79,85,68
1558,2017-04-08,23,43,32,29,23,19,29,34,34,41,77,112,77,84,58
1559,2017-04-09,20,37,37,31,27,21,23,46,32,26,86,121,92,88,58
1560,2017-04-10,19,27,26,26,17,16,18,21,27,23,52,74,48,57,41
1561,2017-04-11,21,21,29,30,22,21,19,26,31,35,68,76,87,80,46
1562,2017-04-12,17,25,26,21,10,16,15,49,31,28,59,90,73,54,39
1563,2017-04-13,25,22,28,22,23,16,20,32,33,31,71,75,87,81,45
1564,2017-04-14,15,35,25,37,15,23,30,31,29,30,78,122,85,72,55
1565,2017-04-15,20,48,52,21,26,21,30,38,28,30,79,98,99,99,59
1566,2017-04-16,32,42,28,35,24,19,26,34,43,36,60,117,98,68,54
1567,2017-04-17,13,26,26,22,11,15,14,24,19,22,58,70,77,48,51
1568,2017-04-18,21,37,25,20,17,18,15,34,30,27,51,63,75,76,65
1569,2017-04-19,19,37,30,29,24,15,23,30,31,24,64,91,69,80,51
1570,2017-04-20,26,40,22,32,23,18,13,26,29,31,48,95,78,66,44
1571,2017-04-21,27,34,26,39,18,13,27,28,34,31,61,92,93,73,56
1572,2017-04-22,19,40,41,36,25,27,19,36,30,36,71,82,76,79,55
1573,2017-04-23,22,34,31,31,22,24,27,59,36,24,88,103,96,97,61
1574,2017-04-24,17,35,30,12,28,11,14,17,27,20,54,68,62,60,43
1575,2017-04-25,26,24,25,25,10,18,18,30,32,36,61,84,69,62,41
1576,2017-04-26,22,40,20,18,21,18,12,39,32,30,59,64,78,65,45
1577,2017-04-27,26,34,36,27,21,19,14,22,17,36,58,88,86,68,55
1578,2017-04-28,25,34,34,29,18,16,16,47,24,29,61,103,93,100,66
1579,2017-04-29,32,31,32,33,21,21,18,41,25,32,84,86,80,79,50
1580,2017-04-30,33,33,45,24,18,25,22,34,35,26,80,109,89,81,61
1581,2017-05-01,15,25,26,26,19,17,15,35,28,22,60,75,57,65,52
1582,2017-05-02,21,33,25,17,21,20,23,33,22,35,66,97,76,73,52
1583,2017-05-03,29,45,32,29,22,19,17,28,24,28,51,79,65,62,50
1584,2017-05-04,19,32,31,29,26,24,16,34,33,34,63,92,95,78,74
1585,2017-05-05,28,35,32,41,23,25,28,24,33,27,79,96,96,73,61
1586,2017-05-06,34,38,33,37,14,21,19,37,38,33,76,115,103,88,77
1587,2017-05-07,31,51,38,26,31,30,31,38,32,43,67,115,115,86,78
1588,2017-05-08,24,21,40,24,16,23,15,24,29,22,64,85,57,58,49
1589,2017-05-09,32,32,37,22,11,15,14,28,25,36,73,87,77,96,51
1590,2017-05-10,17,35,31,23,17,19,17,19,25,30,55,98,102,62,51
1591,2017-05-11,18,27,32,26,16,18,18,20,29,41,83,81,82,76,51
1592,2017-05-12,26,45,32,32,18,23,18,26,30,38,82,79,95,84,66
1593,2017-05-13,25,40,43,23,23,29,19,46,31,29,85,99,85,93,51
1594,2017-05-14,32,50,31,30,22,21,24,44,37,44,85,96,96,95,71
1595,2017-05-15,17,21,20,26,15,22,16,36,24,28,54,78,65,67,32
1596,2017-05-16,24,37,30,25,22,15,19,31,30,31,61,88,65,82,56
1597,2017-05-17,16,28,20,21,18,24,14,39,30,32,68,95,64,78,41
1598,2017-05-18,32,41,37,36,21,24,17,28,36,33,76,102,102,92,56
1599,2017-05-19,35,41,26,34,28,17,20,39,34,38,72,100,82,85,61
1600,2017-05-20,34,31,35,31,21,18,21,41,33,32,89,118,105,81,78
1601,2017-05-21,25,49,34,42,28,22,19,32,35,36,91,117,108,85,76
1602,2017-05-22,20,25,24,22,13,21,17,21,21,28,48,73,67,53,44
1603,2017-05-23,15,27,29,21,36,24,22,29,39,24,62,93,87,74,45
1604,2017-05-24,30,28,36,32,23,20,15,19,25,35,73,79,76,87,47
1605,2017-05-25,22,41,33,31,17,23,28,26,33,29,66,81,69,82,61
1606,2017-05-26,24,40,34,27,22,17,24,29,21,34,66,95,86,91,65
1607,2017-05-27,35,47,33,42,20,23,20,29,30,54,82,101,97,95,69
1608,2017-05-28,33,36,43,26,25,30,27,39,42,41,48,119,96,92,71
1609,2017-05-29,23,29,32,21,19,10,23,27,21,29,39,61,59,60,38
1610,2017-05-30,17,35,31,21,23,24,22,32,33,27,57,85,73,65,58
1611,2017-05-31,20,29,40,27,16,19,15,22,35,22,60,93,66,76,47
1612,2017-06-01,29,41,42,29,21,27,22,42,26,31,83,116,91,85,67
1613,2017-06-02,25,44,32,32,15,20,17,32,35,33,85,119,100,91,70
1614,2017-06-03,36,38,35,31,29,28,16,38,41,33,106,128,105,99,72
1615,2017-06-04,27,51,50,31,23,21,19,41,31,39,103,121,119,95,63
1616,2017-06-05,22,32,19,33,10,21,16,31,24,25,54,67,70,56,54
1617,2017-06-06,22,39,38,37,28,15,22,23,30,31,67,95,74,82,53
1618,2017-06-07,29,39,25,26,23,17,24,31,28,34,67,93,108,77,55
1619,2017-06-08,26,37,32,15,17,25,22,28,35,37,68,101,94,83,73
1620,2017-06-09,16,44,40,35,22,26,22,44,50,32,75,110,90,85,61
1621,2017-06-10,41,45,29,40,38,26,18,34,24,38,85,126,123,102,52
1622,2017-06-11,28,43,41,51,25,33,18,59,43,39,87,110,117,110,57
1623,2017-06-12,23,18,22,36,17,15,17,22,23,25,66,76,75,76,48
1624,2017-06-13,26,31,30,32,24,30,19,44,21,24,79,102,88,80,66
1625,2017-06-14,32,43,30,27,23,21,23,27,29,29,63,84,83,74,56
1626,2017-06-15,30,38,36,27,33,33,21,34,27,36,77,105,82,83,59
1627,2017-06-16,26,33,37,29,23,24,21,37,33,30,76,111,83,87,68
1628,2017-06-17,31,42,50,37,31,23,30,35,37,33,82,150,120,88,55
1629,2017-06-18,38,57,38,42,27,27,22,48,28,30,77,118,109,105,81
1630,2017-06-19,30,35,33,27,23,16,17,24,27,25,54,73,84,73,44
1631,2017-06-20,22,37,28,28,22,21,18,30,30,28,66,89,85,71,64
1632,2017-06-21,26,39,34,34,12,24,21,32,35,30,56,103,91,64,57
1633,2017-06-22,24,29,30,37,20,20,31,47,28,33,64,98,107,82,67
1634,2017-06-23,26,31,50,25,23,23,24,38,29,32,75,90,84,86,55
1635,2017-06-24,30,43,28,38,27,24,21,29,34,38,88,123,88,91,60
1636,2017-06-25,26,43,47,31,22,20,30,56,31,52,101,116,131,74,83
1637,2017-06-26,21,17,37,15,23,15,10,27,28,33,48,75,79,65,45
1638,2017-06-27,32,31,29,28,12,24,9,33,34,21,53,104,80,80,66
1639,2017-06-28,50,33,38,36,27,27,21,29,24,28,63,100,90,67,54
1640,2017-06-29,28,42,32,25,26,22,23,31,22,40,64,98,102,80,60
1641,2017-06-30,28,39,45,28,25,24,23,35,26,34,82,100,99,76,64
1642,2017-07-01,31,44,35,43,34,21,23,53,37,38,83,131,96,124,75
1643,2017-07-02,38,48,40,46,29,19,19,51,40,40,98,129,123,105,79
1644,2017-07-03,18,42,32,20,22,21,23,20,23,34,52,83,81,65,55
1645,2017-07-04,23,29,44,30,27,29,21,50,30,36,66,105,84,83,74
1646,2017-07-05,23,35,29,37,25,24,20,26,34,40,67,100,95,89,59
1647,2017-07-06,31,44,41,36,19,18,16,42,27,24,67,121,94,85,62
1648,2017-07-07,32,44,49,36,17,24,30,45,38,40,80,117,105,95,69
1649,2017-07-08,27,53,32,30,22,23,26,33,46,39,94,115,87,106,61
1650,2017-07-09,32,53,36,52,26,27,27,42,39,42,97,135,107,113,61
1651,2017-07-10,16,38,30,32,22,19,15,33,31,27,49,84,69,63,52
1652,2017-07-11,23,49,35,28,21,29,9,40,40,43,65,109,85,82,55
1653,2017-07-12,29,45,42,26,25,22,22,32,26,32,76,91,87,84,56
1654,2017-07-13,22,40,35,37,17,20,27,40,33,21,63,88,108,92,56
1655,2017-07-14,38,46,34,47,23,24,27,41,49,32,84,131,106,104,58
1656,2017-07-15,40,50,40,23,30,24,34,29,33,49,86,137,111,101,75
1657,2017-07-16,36,53,51,33,24,22,22,42,44,48,115,135,106,100,81
1658,2017-07-17,20,31,34,30,16,15,26,37,21,21,64,71,78,67,56
1659,2017-07-18,26,40,40,28,25,19,17,34,32,34,76,79,101,74,67
1660,2017-07-19,24,44,28,32,21,22,21,36,35,31,81,109,92,83,68
1661,2017-07-20,37,38,36,47,29,20,22,40,42,26,76,118,103,88,73
1662,2017-07-21,27,33,32,44,22,25,28,37,31,38,81,117,97,84,72
1663,2017-07-22,35,55,41,42,24,24,27,50,39,44,94,104,89,94,52
1664,2017-07-23,32,47,46,40,27,26,30,45,32,39,89,137,107,108,74
1665,2017-07-24,27,38,21,32,23,23,15,32,23,26,53,68,60,74,39
1666,2017-07-25,20,43,38,29,24,23,19,36,36,48,70,99,95,87,53
1667,2017-07-26,28,30,40,31,21,24,27,36,35,27,67,99,109,77,73
1668,2017-07-27,35,34,28,35,24,18,22,43,39,40,73,108,80,65,75
1669,2017-07-28,25,55,49,35,26,27,18,39,34,29,73,135,102,104,75
1670,2017-07-29,30,44,34,40,18,27,19,56,42,43,86,103,115,133,53
1671,2017-07-30,26,43,45,43,27,24,29,49,36,42,86,118,115,92,77
1672,2017-07-31,22,38,24,23,21,19,17,35,20,38,59,86,75,67,53
1673,2017-08-01,18,34,30,16,26,19,18,32,28,32,58,99,69,73,52
1674,2017-08-02,19,36,35,23,14,20,19,22,22,25,59,82,79,65,63
1675,2017-08-03,25,31,27,27,22,23,19,33,32,38,72,89,74,92,48
1676,2017-08-04,26,37,34,28,16,26,19,45,27,36,77,97,80,62,55
1677,2017-08-05,35,45,45,34,23,22,26,35,26,33,65,87,86,84,72
1678,2017-08-06,29,37,34,25,30,23,14,37,48,30,89,123,96,96,80
1679,2017-08-07,20,31,25,28,11,18,20,36,22,26,54,71,51,82,47
1680,2017-08-08,28,29,30,21,27,27,18,24,36,26,81,89,85,71,41
1681,2017-08-09,28,39,25,28,20,22,21,31,35,29,58,88,76,92,58
1682,2017-08-10,31,41,30,27,19,20,16,30,21,24,72,97,67,65,60
1683,2017-08-11,25,50,34,30,25,19,21,37,36,21,74,115,81,79,70
1684,2017-08-12,32,42,41,31,25,21,16,49,36,33,67,102,101,89,82
1685,2017-08-13,32,35,30,36,20,20,18,42,34,30,78,105,77,101,63
1686,2017-08-14,26,27,12,26,14,20,10,27,25,18,50,63,62,60,44
1687,2017-08-15,18,38,28,23,16,24,16,43,32,19,59,86,82,78,49
1688,2017-08-16,24,35,32,31,18,20,18,35,38,30,48,89,76,55,40
1689,2017-08-17,21,38,40,41,19,17,19,26,24,37,64,92,80,74,60
1690,2017-08-18,35,41,20,28,18,16,18,22,26,45,70,88,96,86,64
1691,2017-08-19,29,37,31,33,28,23,15,33,38,36,78,126,109,83,49
1692,2017-08-20,27,44,31,28,25,26,25,41,38,44,90,104,80,81,60
1693,2017-08-21,19,39,25,16,9,17,14,20,23,32,46,73,78,73,42
1694,2017-08-22,28,28,33,24,25,18,22,40,34,33,62,73,86,72,48
1695,2017-08-23,26,29,30,24,28,18,18,24,25,25,65,86,77,68,50
1696,2017-08-24,15,33,35,33,21,17,21,29,26,32,69,105,80,69,55
1697,2017-08-25,30,33,37,31,21,24,21,46,34,33,91,108,108,64,51
1698,2017-08-26,38,43,30,33,27,26,25,37,39,39,70,90,127,102,66
1699,2017-08-27,26,43,29,24,25,22,14,45,32,33,94,106,90,86,68
1700,2017-08-28,15,39,29,19,23,14,19,26,25,19,55,78,63,64,56
1701,2017-08-29,21,20,27,33,20,22,9,32,31,28,42,106,83,76,50
1702,2017-08-30,22,27,24,31,21,22,23,44,34,28,77,80,72,70,65
1703,2017-08-31,26,39,29,23,17,16,22,37,36,31,55,97,84,79,54
1704,2017-09-01,38,42,33,31,17,20,10,33,19,36,67,89,73,82,71
1705,2017-09-02,26,39,22,29,27,15,18,38,30,31,78,102,87,83,59
1706,2017-09-03,23,39,30,33,24,24,20,39,31,47,87,120,107,88,74
1707,2017-09-04,12,32,21,22,25,14,9,22,22,19,51,52,65,61,45
1708,2017-09-05,26,24,25,23,10,16,16,34,28,28,54,79,90,76,46
1709,2017-09-06,24,29,24,20,22,18,17,32,22,24,69,91,69,69,48
1710,2017-09-07,29,33,34,24,23,22,24,23,34,25,59,86,82,74,60
1711,2017-09-08,28,29,44,25,32,24,20,29,34,33,65,98,74,71,54
1712,2017-09-09,28,49,36,23,18,26,28,35,31,31,71,107,101,85,59
1713,2017-09-10,30,35,32,32,22,18,24,40,40,32,64,86,103,88,66
1714,2017-09-11,16,31,29,25,11,16,15,28,21,26,44,62,53,73,42
1715,2017-09-12,20,33,19,33,24,15,16,28,26,26,58,94,62,61,47
1716,2017-09-13,13,28,31,22,15,15,17,38,34,32,57,88,63,56,52
1717,2017-09-14,26,29,39,36,24,15,23,32,28,35,71,92,89,72,45
1718,2017-09-15,28,38,29,26,16,23,17,31,31,23,60,71,87,87,59
1719,2017-09-16,27,36,33,32,25,21,18,31,25,35,75,93,93,86,54
1720,2017-09-17,30,47,37,37,18,23,26,40,27,39,58,124,80,88,62
1721,2017-09-18,22,26,19,24,17,16,14,27,25,22,47,76,63,51,39
1722,2017-09-19,21,30,30,26,26,20,17,26,31,30,66,82,72,67,50
1723,2017-09-20,20,23,25,30,20,23,14,37,27,35,61,84,63,85,46
1724,2017-09-21,20,38,34,35,22,28,11,42,21,24,66,97,100,87,58
1725,2017-09-22,28,28,30,35,14,10,19,35,26,31,70,88,80,75,73
1726,2017-09-23,37,35,24,19,22,18,17,37,32,31,85,100,100,92,71
1727,2017-09-24,24,38,36,27,25,21,23,45,29,28,73,132,93,89,55
1728,2017-09-25,14,32,26,20,20,18,22,22,17,23,49,75,66,58,34
1729,2017-09-26,18,24,21,29,16,19,14,35,20,26,61,80,72,71,48
1730,2017-09-27,27,30,29,30,19,7,26,29,32,20,57,85,86,80,56
1731,2017-09-28,23,29,24,28,18,25,11,33,25,19,55,88,67,77,62
1732,2017-09-29,28,42,21,24,21,32,17,30,33,22,66,96,90,80,59
1733,2017-09-30,30,32,28,35,17,17,17,25,36,32,79,96,78,82,53
1734,2017-10-01,21,42,42,32,17,21,23,40,28,34,60,124,83,81,66
1735,2017-10-02,12,21,18,23,23,18,9,28,26,17,56,68,58,61,33
1736,2017-10-03,18,28,21,35,18,13,15,29,39,28,55,82,54,59,52
1737,2017-10-04,15,23,29,26,20,18,13,30,23,25,55,79,76,71,49
1738,2017-10-05,20,36,31,25,26,21,18,23,28,36,59,79,72,65,44
1739,2017-10-06,19,47,26,36,16,19,18,43,29,30,54,68,75,67,56
1740,2017-10-07,22,30,32,25,19,24,19,35,29,41,61,73,83,84,55
1741,2017-10-08,19,42,46,39,30,22,13,34,19,31,60,96,98,73,66
1742,2017-10-09,9,16,25,23,20,13,10,28,20,21,46,67,61,48,37
1743,2017-10-10,23,37,20,17,14,16,19,35,22,31,52,81,79,62,33
1744,2017-10-11,14,39,26,35,17,20,22,28,26,27,55,76,65,62,42
1745,2017-10-12,24,33,27,18,25,15,21,26,32,30,48,59,65,61,43
1746,2017-10-13,23,32,29,27,19,24,29,35,37,26,53,87,86,78,50
1747,2017-10-14,26,34,31,30,19,29,18,34,28,33,64,86,80,79,50
1748,2017-10-15,28,36,23,25,25,23,21,36,31,32,64,111,83,64,51
1749,2017-10-16,19,27,19,9,15,9,12,27,17,22,44,66,57,49,32
1750,2017-10-17,17,29,27,21,22,14,13,30,24,27,47,73,66,59,51
1751,2017-10-18,15,25,20,32,16,15,16,24,25,22,70,88,59,60,40
1752,2017-10-19,26,20,27,31,19,21,19,26,18,27,45,78,77,71,39
1753,2017-10-20,22,38,30,34,19,17,16,33,26,34,51,101,83,73,46
1754,2017-10-21,26,43,36,34,21,17,23,32,26,29,70,90,79,67,56
1755,2017-10-22,32,33,44,27,29,14,10,54,35,31,61,103,73,63,47
1756,2017-10-23,20,28,24,14,14,19,15,22,21,22,45,76,47,56,35
1757,2017-10-24,23,37,28,19,8,16,15,22,22,27,56,77,65,63,42
1758,2017-10-25,22,29,23,22,20,16,15,22,21,26,66,69,67,70,45
1759,2017-10-26,28,43,22,17,17,25,12,25,23,18,44,85,68,69,53
1760,2017-10-27,20,28,30,18,18,15,13,31,23,32,66,82,72,81,47
